cell_type	length
Pvalb4	23741
Pvalb4	60869
Pvalb4	69459
Pvalb4	125524
Pvalb4	919129
Pvalb4	13226
Pvalb4	22935
Pvalb4	19300
Pvalb4	368062
Pvalb4	572943
Pvalb4	33856
Pvalb4	109244
Pvalb4	25174
Pvalb4	203175
Pvalb4	69236
Pvalb4	327454
Pvalb4	311028
Pvalb4	14859
Pvalb4	68522
Pvalb4	130275
Pvalb4	73879
Pvalb4	146435
Pvalb4	550750
Pvalb4	109151
Pvalb4	121780
Pvalb4	2338903
Pvalb4	88302
Pvalb4	326860
Pvalb4	362237
Pvalb4	459809
Pvalb4	141176
Pvalb4	61285
Pvalb4	10065
Pvalb4	134092
Pvalb4	827902
Pvalb4	444408
Pvalb4	556097
Pvalb4	124254
Pvalb4	27645
Pvalb4	83903
Sncg1	24369
Sncg1	654140
Sncg1	772031
Sncg1	144001
Sncg1	311590
Sncg1	260019
Sncg1	38471
Sncg1	23798
Sncg1	33816
Sncg1	235439
Sncg1	73897
Sncg1	562149
Sncg1	570323
Sncg1	32245
Sncg1	1333203
Sncg1	87757
Sncg1	46066
Sncg1	15934
Sncg1	9884
Sncg1	63111
Sncg1	1123374
Sncg1	218226
Sncg1	64163
Sncg1	108705
Sncg1	23062
Sncg1	11056
Sncg1	50857
Sncg1	266452
Sncg1	580102
Sncg1	66019
Sncg1	136883
Sncg1	297877
Sncg1	97843
Sncg1	46499
Sncg1	84062
Sncg1	725519
Sncg1	370333
Sncg1	71008
Sncg1	117377
Sncg1	396865
Sncg1	14930
Sncg1	605715
Sncg1	218620
Sncg1	29323
Sncg1	22578
Sncg1	51166
Sncg1	245614
Sncg1	25086
Sncg1	155086
Sncg1	61434
Sncg1	27340
Sncg1	89443
Sncg1	68478
Sncg1	285796
Sncg1	79237
Sncg1	4368
Sncg1	5780
Sncg1	4510
Sncg1	6337
Sncg1	87279
Sncg1	238421
Sncg1	13188
Sncg1	869114
Sncg1	110822
Sncg1	350563
Sncg1	188577
Sncg1	233979
Sncg1	188454
Sncg1	449838
Sncg1	155927
Sncg1	572972
Sncg1	11160
Sncg1	24986
Sncg1	111111
Sncg1	62901
Sncg1	20176
Sncg1	64319
Sncg1	33408
Sncg1	924512
Sncg1	95605
Sncg1	57805
Sncg1	315708
Sncg1	219835
Sncg1	590146
Sncg1	17412
Sncg1	496809
Sncg1	126575
Sncg1	348814
Sncg1	234373
Sncg1	15309
Sncg1	947263
Sncg1	2026158
Sncg1	685450
Sncg1	46265
Sncg1	39338
Sncg1	450810
Sncg1	571497
Sncg1	1220409
Sncg1	748511
Sncg1	794117
Sncg1	74129
Sncg1	408749
Sncg1	362970
Sncg1	53218
Sncg1	60755
Sncg1	516896
Sncg1	41920
Sncg1	112990
Sncg1	325821
Sncg1	7115
Sncg1	36279
Sncg1	17905
Sncg1	205229
Sncg1	295074
Sncg1	425026
Sncg1	678473
Sncg1	341251
Sncg1	1210707
Sncg1	323160
Sncg1	819410
Sncg1	166576
Sncg1	246180
Sncg1	70374
Sncg1	64535
Sncg1	699185
Sncg1	47067
Sncg1	307907
Sncg1	20559
Sncg1	98957
Sncg1	203260
Sncg1	1301874
Sncg1	477867
Sncg1	17743
Sncg1	34209
Sncg1	107187
Sncg1	94941
Sncg1	116061
Sncg1	119761
Sncg1	69459
Sncg1	110301
Sncg1	19300
Sncg1	20087
Sncg1	109151
Sncg1	170000
Sncg1	515686
Sncg1	326860
Sncg1	277653
Sncg1	10065
Sncg1	216013
Sncg2	6988
Sncg2	369938
Sncg2	79128
Sncg2	311417
Sncg2	291406
Sncg2	26642
Sncg2	24148
Sncg2	209820
Sncg2	16012
Sncg2	45663
Sncg2	27119
Sncg2	170041
Sncg2	615828
Sncg2	223969
Sncg2	311590
Sncg2	103402
Sncg2	232048
Sncg2	23798
Sncg2	33816
Sncg2	244989
Sncg2	70806
Sncg2	65373
Sncg2	73897
Sncg2	570323
Sncg2	32245
Sncg2	307295
Sncg2	75887
Sncg2	339769
Sncg2	87757
Sncg2	279574
Sncg2	62013
Sncg2	207251
Sncg2	260842
Sncg2	140080
Sncg2	41293
Sncg2	226958
Sncg2	20863
Sncg2	750601
Sncg2	203718
Sncg2	15934
Sncg2	9884
Sncg2	63111
Sncg2	141418
Sncg2	64163
Sncg2	108705
Sncg2	30077
Sncg2	23062
Sncg2	186065
Sncg2	75839
Sncg2	166362
Sncg2	261991
Sncg2	673299
Sncg2	576731
Sncg2	1696896
Sncg2	463488
Sncg2	189730
Sncg2	50857
Sncg2	277942
Sncg2	13629
Sncg2	110876
Sncg2	84757
Sncg2	66019
Sncg2	136883
Sncg2	125218
Sncg2	117334
Sncg2	97843
Sncg2	26441
Sncg2	45148
Sncg2	73001
Sncg2	133926
Sncg2	396865
Sncg2	74139
Sncg2	113935
Sncg2	1210004
Sncg2	34268
Sncg2	218620
Sncg2	29323
Sncg2	36237
Sncg2	2683
Sncg2	22578
Sncg2	245614
Sncg2	25086
Sncg2	331252
Sncg2	155086
Sncg2	111935
Sncg2	122034
Sncg2	27340
Sncg2	420307
Sncg2	68478
Sncg2	136904
Sncg2	128590
Sncg2	285796
Sncg2	79237
Sncg2	5780
Sncg2	15265
Sncg2	87279
Sncg2	33575
Sncg2	24220
Sncg2	243946
Sncg2	138158
Sncg2	13188
Sncg2	202145
Sncg2	122670
Sncg2	59255
Sncg2	83329
Sncg2	11908
Sncg2	350563
Sncg2	40073
Sncg2	188577
Sncg2	423766
Sncg2	12451
Sncg2	287913
Sncg2	233979
Sncg2	153054
Sncg2	59707
Sncg2	39687
Sncg2	370134
Sncg2	188454
Sncg2	43092
Sncg2	3597
Sncg2	120051
Sncg2	89144
Sncg2	12023
Sncg2	28371
Sncg2	893326
Sncg2	159934
Sncg2	111651
Sncg2	731943
Sncg2	139548
Sncg2	485866
Sncg2	64319
Sncg2	13036
Sncg2	98655
Sncg2	185508
Sncg2	89735
Sncg2	95605
Sncg2	209298
Sncg2	826534
Sncg2	307122
Sncg2	154458
Sncg2	388933
Sncg2	247249
Sncg2	24297
Sncg2	24778
Sncg2	21264
Sncg2	39416
Sncg2	214504
Sncg2	203462
Sncg2	233233
Sncg2	152675
Sncg2	35332
Sncg2	170621
Sncg2	333690
Sncg2	277889
Sncg2	17412
Sncg2	126575
Sncg2	87828
Sncg2	160455
Sncg2	348814
Sncg2	123929
Sncg2	36883
Sncg2	210283
Sncg2	81146
Sncg2	82472
Sncg2	19220
Sncg2	58625
Sncg2	234373
Sncg2	7097
Sncg2	137885
Sncg2	15309
Sncg2	383045
Sncg2	259452
Sncg2	72439
Sncg2	46265
Sncg2	220217
Sncg2	2511
Sncg2	209874
Sncg2	269513
Sncg2	163100
Sncg2	203609
Sncg2	1220409
Sncg2	367117
Sncg2	406200
Sncg2	26925
Sncg2	543059
Sncg2	794117
Sncg2	44255
Sncg2	225101
Sncg2	109252
Sncg2	394599
Sncg2	231024
Sncg2	128414
Sncg2	511167
Sncg2	467717
Sncg2	231968
Sncg2	140015
Sncg2	171293
Sncg2	362970
Sncg2	607067
Sncg2	304044
Sncg2	509059
Sncg2	53218
Sncg2	60755
Sncg2	516896
Sncg2	137027
Sncg2	31532
Sncg2	260850
Sncg2	112990
Sncg2	7115
Sncg2	167763
Sncg2	382370
Sncg2	36279
Sncg2	316175
Sncg2	183673
Sncg2	17905
Sncg2	8760
Sncg2	184522
Sncg2	678473
Sncg2	341251
Sncg2	123436
Sncg2	594271
Sncg2	181598
Sncg2	295145
Sncg2	125468
Sncg2	293239
Sncg2	237279
Sncg2	162469
Sncg2	27197
Sncg2	44107
Sncg2	70374
Sncg2	64535
Sncg2	259981
Sncg2	47067
Sncg2	1133906
Sncg2	34448
Sncg2	871435
Sncg2	560802
Sncg2	98957
Sncg2	151586
Sncg2	86686
Sncg2	585188
Sncg2	104815
Sncg2	278662
Sncg2	490533
Sncg2	280190
Sncg2	784021
Sncg2	169746
Sncg2	116061
Sncg2	455706
Sncg2	486581
Sncg2	474049
Sncg2	119761
Sncg2	94307
Sncg2	146570
Sncg2	69459
Sncg2	324655
Sncg2	19300
Sncg2	172016
Sncg2	172642
Sncg2	25174
Sncg2	203175
Sncg2	1059973
Sncg2	20087
Sncg2	130275
Sncg2	285526
Sncg2	550750
Sncg2	109151
Sncg2	121780
Sncg2	326860
Sncg2	362237
Sncg2	459809
Sncg2	141176
Sncg2	10065
Sncg2	827902
Sncg2	75940
Sncg2	444408
Sncg2	247501
Sncg3	6988
Sncg3	24369
Sncg3	41983
Sncg3	45663
Sncg3	42522
Sncg3	221248
Sncg3	20482
Sncg3	103441
Sncg3	615828
Sncg3	772031
Sncg3	63526
Sncg3	103402
Sncg3	7106
Sncg3	94230
Sncg3	23798
Sncg3	33816
Sncg3	66491
Sncg3	190860
Sncg3	73897
Sncg3	138886
Sncg3	86249
Sncg3	32245
Sncg3	45203
Sncg3	142807
Sncg3	153712
Sncg3	166751
Sncg3	1900727
Sncg3	1869995
Sncg3	87757
Sncg3	281348
Sncg3	207251
Sncg3	12974
Sncg3	260842
Sncg3	41293
Sncg3	226958
Sncg3	20863
Sncg3	321005
Sncg3	15934
Sncg3	9884
Sncg3	63111
Sncg3	684523
Sncg3	218226
Sncg3	205958
Sncg3	64163
Sncg3	108705
Sncg3	30077
Sncg3	22538
Sncg3	182966
Sncg3	67049
Sncg3	576731
Sncg3	463488
Sncg3	11056
Sncg3	33218
Sncg3	34545
Sncg3	63665
Sncg3	195199
Sncg3	66019
Sncg3	77017
Sncg3	136883
Sncg3	297877
Sncg3	295862
Sncg3	317618
Sncg3	97843
Sncg3	26441
Sncg3	45148
Sncg3	20600
Sncg3	725519
Sncg3	370333
Sncg3	52570
Sncg3	14087
Sncg3	396865
Sncg3	43594
Sncg3	91847
Sncg3	172161
Sncg3	605715
Sncg3	64942
Sncg3	273207
Sncg3	93137
Sncg3	34268
Sncg3	36329
Sncg3	29323
Sncg3	22578
Sncg3	51166
Sncg3	75757
Sncg3	25086
Sncg3	151830
Sncg3	81418
Sncg3	155086
Sncg3	61434
Sncg3	27340
Sncg3	89443
Sncg3	68478
Sncg3	128590
Sncg3	142401
Sncg3	9491
Sncg3	285796
Sncg3	79237
Sncg3	4368
Sncg3	39563
Sncg3	19664
Sncg3	35415
Sncg3	5780
Sncg3	19654
Sncg3	87279
Sncg3	238421
Sncg3	13188
Sncg3	166105
Sncg3	133765
Sncg3	6156
Sncg3	57881
Sncg3	83329
Sncg3	52490
Sncg3	23173
Sncg3	110822
Sncg3	188577
Sncg3	12451
Sncg3	208338
Sncg3	233979
Sncg3	272913
Sncg3	3597
Sncg3	155927
Sncg3	11160
Sncg3	24986
Sncg3	111111
Sncg3	131668
Sncg3	36574
Sncg3	44463
Sncg3	96860
Sncg3	12023
Sncg3	18904
Sncg3	30651
Sncg3	19667
Sncg3	572104
Sncg3	12475
Sncg3	111651
Sncg3	196021
Sncg3	117182
Sncg3	393868
Sncg3	82129
Sncg3	33408
Sncg3	13036
Sncg3	924512
Sncg3	423162
Sncg3	264379
Sncg3	780844
Sncg3	222197
Sncg3	95605
Sncg3	57805
Sncg3	34209
Sncg3	154458
Sncg3	64785
Sncg3	315708
Sncg3	92582
Sncg3	527009
Sncg3	273669
Sncg3	132689
Sncg3	39416
Sncg3	144478
Sncg3	61927
Sncg3	170621
Sncg3	17412
Sncg3	87828
Sncg3	348814
Sncg3	91788
Sncg3	123929
Sncg3	36883
Sncg3	28358
Sncg3	529902
Sncg3	19220
Sncg3	58625
Sncg3	234373
Sncg3	27613
Sncg3	15309
Sncg3	259452
Sncg3	153282
Sncg3	135118
Sncg3	685450
Sncg3	46265
Sncg3	450810
Sncg3	220217
Sncg3	2511
Sncg3	209874
Sncg3	406200
Sncg3	924373
Sncg3	428681
Sncg3	38442
Sncg3	794117
Sncg3	225101
Sncg3	109252
Sncg3	74353
Sncg3	263702
Sncg3	426282
Sncg3	157329
Sncg3	387999
Sncg3	37498
Sncg3	288621
Sncg3	126895
Sncg3	53218
Sncg3	556736
Sncg3	60755
Sncg3	260844
Sncg3	383775
Sncg3	16937
Sncg3	112990
Sncg3	7115
Sncg3	36279
Sncg3	94605
Sncg3	77731
Sncg3	17905
Sncg3	190786
Sncg3	8760
Sncg3	355379
Sncg3	186590
Sncg3	425026
Sncg3	588360
Sncg3	678473
Sncg3	341251
Sncg3	295145
Sncg3	819410
Sncg3	237279
Sncg3	27197
Sncg3	44107
Sncg3	70374
Sncg3	64535
Sncg3	47067
Sncg3	1133906
Sncg3	307907
Sncg3	56583
Sncg3	20559
Sncg3	98957
Sncg3	203260
Sncg3	585188
Sncg3	104815
Sncg3	193394
Sncg3	477867
Sncg3	17743
Sncg3	34209
Sncg3	107187
Sncg3	94941
Sncg3	169746
Sncg3	167761
Sncg3	116061
Sncg3	649202
Sncg3	238230
Sncg3	119761
Sncg3	23741
Sncg3	250405
Sncg3	200913
Sncg3	33644
Sncg3	69459
Sncg3	110301
Sncg3	22935
Sncg3	19300
Sncg3	60404
Sncg3	25174
Sncg3	203175
Sncg3	130275
Sncg3	73879
Sncg3	109151
Sncg3	121780
Sncg3	88302
Sncg3	326860
Sncg3	10065
Sncg3	827902
Sncg3	216013
Sst1	6988
Sst1	60898
Sst1	41983
Sst1	44296
Sst1	24148
Sst1	16012
Sst1	45663
Sst1	60875
Sst1	174150
Sst1	20482
Sst1	103441
Sst1	155605
Sst1	83465
Sst1	103402
Sst1	1171262
Sst1	156134
Sst1	412167
Sst1	561037
Sst1	8610
Sst1	6693
Sst1	94230
Sst1	85227
Sst1	232048
Sst1	11787
Sst1	23798
Sst1	33816
Sst1	99318
Sst1	143760
Sst1	73897
Sst1	101309
Sst1	570323
Sst1	215747
Sst1	58281
Sst1	90755
Sst1	285961
Sst1	32245
Sst1	88486
Sst1	615252
Sst1	799606
Sst1	10386
Sst1	166751
Sst1	11305
Sst1	268483
Sst1	405635
Sst1	1900727
Sst1	366819
Sst1	1869995
Sst1	14355
Sst1	87757
Sst1	128458
Sst1	215706
Sst1	12120
Sst1	36879
Sst1	247965
Sst1	144930
Sst1	41293
Sst1	20863
Sst1	1060332
Sst1	179059
Sst1	62289
Sst1	28426
Sst1	15934
Sst1	11842
Sst1	9884
Sst1	63111
Sst1	343270
Sst1	138930
Sst1	256074
Sst1	130438
Sst1	134668
Sst1	684523
Sst1	64163
Sst1	108705
Sst1	8076
Sst1	186714
Sst1	6651
Sst1	24105
Sst1	22538
Sst1	23062
Sst1	26842
Sst1	186065
Sst1	117869
Sst1	946017
Sst1	17402
Sst1	182966
Sst1	98919
Sst1	27310
Sst1	166362
Sst1	576731
Sst1	72413
Sst1	389145
Sst1	11056
Sst1	33218
Sst1	50857
Sst1	14173
Sst1	113215
Sst1	63665
Sst1	110876
Sst1	1128459
Sst1	66019
Sst1	35582
Sst1	55255
Sst1	136883
Sst1	28973
Sst1	348035
Sst1	97843
Sst1	26441
Sst1	26786
Sst1	58808
Sst1	725519
Sst1	23741
Sst1	84630
Sst1	333421
Sst1	167208
Sst1	464699
Sst1	30393
Sst1	272288
Sst1	22191
Sst1	134011
Sst1	72593
Sst1	87859
Sst1	28451
Sst1	39599
Sst1	36399
Sst1	396865
Sst1	277800
Sst1	57990
Sst1	43594
Sst1	40003
Sst1	161522
Sst1	91847
Sst1	43427
Sst1	47940
Sst1	114373
Sst1	202200
Sst1	430880
Sst1	34268
Sst1	217254
Sst1	45753
Sst1	218620
Sst1	29323
Sst1	2683
Sst1	22578
Sst1	51166
Sst1	6538
Sst1	691438
Sst1	16759
Sst1	681803
Sst1	6127
Sst1	245614
Sst1	75757
Sst1	25086
Sst1	109731
Sst1	637934
Sst1	40331
Sst1	17951
Sst1	191317
Sst1	181748
Sst1	204821
Sst1	191235
Sst1	232442
Sst1	81418
Sst1	109248
Sst1	155086
Sst1	35363
Sst1	61434
Sst1	27340
Sst1	17672
Sst1	640106
Sst1	25636
Sst1	89443
Sst1	30571
Sst1	68478
Sst1	19479
Sst1	53602
Sst1	232270
Sst1	64461
Sst1	128590
Sst1	97009
Sst1	93872
Sst1	285796
Sst1	434370
Sst1	24219
Sst1	8658
Sst1	79237
Sst1	158930
Sst1	39065
Sst1	33274
Sst1	47269
Sst1	35415
Sst1	71345
Sst1	6921
Sst1	45433
Sst1	23820
Sst1	106171
Sst1	5780
Sst1	4510
Sst1	15375
Sst1	15265
Sst1	46073
Sst1	19654
Sst1	87279
Sst1	8819
Sst1	21877
Sst1	8451
Sst1	40277
Sst1	13188
Sst1	331730
Sst1	33112
Sst1	122670
Sst1	120609
Sst1	57881
Sst1	83329
Sst1	18399
Sst1	15952
Sst1	11908
Sst1	23173
Sst1	869114
Sst1	562156
Sst1	351326
Sst1	110822
Sst1	11623
Sst1	40073
Sst1	188577
Sst1	33756
Sst1	423766
Sst1	10020
Sst1	12451
Sst1	500256
Sst1	233979
Sst1	256143
Sst1	188454
Sst1	43092
Sst1	265729
Sst1	3597
Sst1	87501
Sst1	2885
Sst1	61678
Sst1	52897
Sst1	155927
Sst1	28886
Sst1	11160
Sst1	24986
Sst1	5813
Sst1	51875
Sst1	14944
Sst1	111052
Sst1	30969
Sst1	9387
Sst1	107088
Sst1	111111
Sst1	27809
Sst1	62901
Sst1	161336
Sst1	96860
Sst1	12023
Sst1	168991
Sst1	28371
Sst1	32694
Sst1	18958
Sst1	19667
Sst1	31679
Sst1	17044
Sst1	19732
Sst1	20176
Sst1	23442
Sst1	572104
Sst1	12475
Sst1	111651
Sst1	472367
Sst1	47237
Sst1	383658
Sst1	188568
Sst1	236721
Sst1	549113
Sst1	361605
Sst1	64319
Sst1	20432
Sst1	8341
Sst1	33408
Sst1	13036
Sst1	1425478
Sst1	185508
Sst1	89735
Sst1	293834
Sst1	329866
Sst1	567913
Sst1	59339
Sst1	510144
Sst1	95605
Sst1	304813
Sst1	90362
Sst1	18808
Sst1	154458
Sst1	527009
Sst1	268447
Sst1	9343
Sst1	201950
Sst1	39416
Sst1	204201
Sst1	42802
Sst1	43629
Sst1	84900
Sst1	16070
Sst1	64361
Sst1	65119
Sst1	144478
Sst1	152675
Sst1	35332
Sst1	44215
Sst1	203081
Sst1	94482
Sst1	423821
Sst1	2820
Sst1	17412
Sst1	86925
Sst1	50545
Sst1	87828
Sst1	41055
Sst1	91788
Sst1	123929
Sst1	141797
Sst1	36883
Sst1	112104
Sst1	13674
Sst1	27402
Sst1	81146
Sst1	14725
Sst1	22496
Sst1	529902
Sst1	58625
Sst1	234373
Sst1	18810
Sst1	27613
Sst1	12030
Sst1	15094
Sst1	13883
Sst1	21582
Sst1	57566
Sst1	153370
Sst1	15309
Sst1	552047
Sst1	25684
Sst1	2026158
Sst1	156172
Sst1	945116
Sst1	88965
Sst1	414130
Sst1	32904
Sst1	156169
Sst1	104485
Sst1	685450
Sst1	76531
Sst1	351417
Sst1	18155
Sst1	121873
Sst1	39338
Sst1	26509
Sst1	220217
Sst1	290440
Sst1	36118
Sst1	965979
Sst1	372485
Sst1	2511
Sst1	333571
Sst1	788431
Sst1	631424
Sst1	154890
Sst1	98708
Sst1	93380
Sst1	54360
Sst1	168434
Sst1	163100
Sst1	505111
Sst1	406200
Sst1	924373
Sst1	428681
Sst1	361385
Sst1	42019
Sst1	543059
Sst1	755756
Sst1	120877
Sst1	95815
Sst1	21367
Sst1	74353
Sst1	165949
Sst1	297149
Sst1	107129
Sst1	66441
Sst1	99115
Sst1	231024
Sst1	37498
Sst1	165948
Sst1	490949
Sst1	38790
Sst1	438471
Sst1	511167
Sst1	16474
Sst1	107680
Sst1	414156
Sst1	324444
Sst1	4707259
Sst1	432513
Sst1	220640
Sst1	362970
Sst1	10392
Sst1	304044
Sst1	117547
Sst1	32459
Sst1	26899
Sst1	53218
Sst1	121008
Sst1	152015
Sst1	118850
Sst1	194853
Sst1	719663
Sst1	152865
Sst1	556736
Sst1	54798
Sst1	183186
Sst1	60755
Sst1	260844
Sst1	172139
Sst1	45625
Sst1	102885
Sst1	968602
Sst1	183963
Sst1	14052
Sst1	1095756
Sst1	85718
Sst1	491933
Sst1	31532
Sst1	139340
Sst1	281599
Sst1	41920
Sst1	30863
Sst1	112990
Sst1	230000
Sst1	102941
Sst1	25469
Sst1	7115
Sst1	568636
Sst1	167763
Sst1	36279
Sst1	176274
Sst1	49317
Sst1	200221
Sst1	85798
Sst1	160206
Sst1	17905
Sst1	190786
Sst1	8760
Sst1	80810
Sst1	193529
Sst1	298332
Sst1	236832
Sst1	381584
Sst1	165792
Sst1	156413
Sst1	225608
Sst1	295074
Sst1	463412
Sst1	186590
Sst1	307875
Sst1	303706
Sst1	588360
Sst1	678473
Sst1	341251
Sst1	123436
Sst1	194388
Sst1	118980
Sst1	71913
Sst1	37896
Sst1	367759
Sst1	719676
Sst1	23017
Sst1	353907
Sst1	295145
Sst1	551389
Sst1	139429
Sst1	77584
Sst1	237279
Sst1	23262
Sst1	655795
Sst1	70374
Sst1	64535
Sst1	47067
Sst1	15324
Sst1	307907
Sst1	56583
Sst1	20559
Sst1	2991
Sst1	98957
Sst1	57758
Sst1	23793
Sst1	103407
Sst1	70259
Sst1	72650
Sst1	157550
Sst1	92116
Sst1	105129
Sst1	352308
Sst1	65136
Sst1	1313289
Sst1	121200
Sst1	88587
Sst1	162977
Sst1	40704
Sst1	444108
Sst1	17743
Sst1	129780
Sst1	206644
Sst1	34209
Sst1	167761
Sst1	116061
Sst1	238230
Sst1	1215515
Sst1	260258
Sst1	119761
Sst1	13933
Sst1	23741
Sst1	13833
Sst1	69459
Sst1	125524
Sst1	1113826
Sst1	47011
Sst1	13226
Sst1	22935
Sst1	19300
Sst1	62601
Sst1	9958
Sst1	294893
Sst1	109244
Sst1	25174
Sst1	203175
Sst1	173529
Sst1	261591
Sst1	178573
Sst1	69236
Sst1	203965
Sst1	2755
Sst1	68522
Sst1	160543
Sst1	187813
Sst1	130275
Sst1	73879
Sst1	36279
Sst1	250154
Sst1	109151
Sst1	101642
Sst1	121780
Sst1	190990
Sst1	88302
Sst1	326860
Sst1	103333
Sst1	61285
Sst1	10065
Sst1	36455
Sst1	827902
Sst1	444408
Sst1	159678
Sst1	27645
Sst1	216013
Sst2	6988
Sst2	70522
Sst2	24369
Sst2	219823
Sst2	26642
Sst2	44296
Sst2	16012
Sst2	45663
Sst2	77909
Sst2	60875
Sst2	16413
Sst2	41037
Sst2	185315
Sst2	155605
Sst2	262387
Sst2	960317
Sst2	580271
Sst2	83465
Sst2	103402
Sst2	292513
Sst2	561037
Sst2	94230
Sst2	231759
Sst2	85227
Sst2	45571
Sst2	232048
Sst2	23798
Sst2	33816
Sst2	70806
Sst2	73897
Sst2	101309
Sst2	570323
Sst2	215747
Sst2	17548
Sst2	51507
Sst2	155218
Sst2	32245
Sst2	172271
Sst2	117098
Sst2	533301
Sst2	142807
Sst2	54978
Sst2	9647
Sst2	10386
Sst2	257363
Sst2	73771
Sst2	277962
Sst2	113870
Sst2	11305
Sst2	405635
Sst2	366819
Sst2	71550
Sst2	87757
Sst2	128458
Sst2	144930
Sst2	20863
Sst2	46066
Sst2	15934
Sst2	9884
Sst2	234206
Sst2	63111
Sst2	256074
Sst2	619422
Sst2	173180
Sst2	1406296
Sst2	64163
Sst2	108705
Sst2	8076
Sst2	21482
Sst2	22538
Sst2	23062
Sst2	128725
Sst2	117869
Sst2	27310
Sst2	11056
Sst2	33218
Sst2	266452
Sst2	63665
Sst2	110876
Sst2	66019
Sst2	136883
Sst2	64380
Sst2	348035
Sst2	97843
Sst2	46499
Sst2	26441
Sst2	29060
Sst2	26786
Sst2	20600
Sst2	725519
Sst2	98235
Sst2	84630
Sst2	167208
Sst2	464699
Sst2	30393
Sst2	73001
Sst2	44989
Sst2	134011
Sst2	23276
Sst2	87859
Sst2	36399
Sst2	396865
Sst2	107130
Sst2	57990
Sst2	66355
Sst2	43594
Sst2	57750
Sst2	67246
Sst2	91847
Sst2	251823
Sst2	187935
Sst2	28043
Sst2	180316
Sst2	605715
Sst2	47940
Sst2	50985
Sst2	203927
Sst2	34268
Sst2	170251
Sst2	217254
Sst2	4557
Sst2	29323
Sst2	61611
Sst2	36237
Sst2	22578
Sst2	51166
Sst2	1041397
Sst2	681803
Sst2	98471
Sst2	245614
Sst2	517171
Sst2	75757
Sst2	25086
Sst2	109731
Sst2	61389
Sst2	40331
Sst2	204821
Sst2	89666
Sst2	81418
Sst2	155086
Sst2	83989
Sst2	35363
Sst2	27340
Sst2	8350
Sst2	101894
Sst2	89443
Sst2	68478
Sst2	31472
Sst2	64461
Sst2	42974
Sst2	128590
Sst2	142401
Sst2	41433
Sst2	285796
Sst2	63825
Sst2	958744
Sst2	24219
Sst2	55578
Sst2	79237
Sst2	4368
Sst2	143956
Sst2	74459
Sst2	35415
Sst2	71345
Sst2	5780
Sst2	4554
Sst2	6203
Sst2	19654
Sst2	87279
Sst2	12244
Sst2	138158
Sst2	28175
Sst2	40277
Sst2	8217
Sst2	13188
Sst2	31008
Sst2	33112
Sst2	39693
Sst2	120609
Sst2	57881
Sst2	146140
Sst2	83329
Sst2	18399
Sst2	15952
Sst2	11908
Sst2	23173
Sst2	869114
Sst2	31429
Sst2	562156
Sst2	110822
Sst2	188577
Sst2	14539
Sst2	12451
Sst2	61533
Sst2	85747
Sst2	219360
Sst2	218391
Sst2	188454
Sst2	397704
Sst2	3597
Sst2	206408
Sst2	11160
Sst2	24986
Sst2	5813
Sst2	51875
Sst2	27653
Sst2	30969
Sst2	27809
Sst2	31801
Sst2	36574
Sst2	93199
Sst2	96860
Sst2	12023
Sst2	45159
Sst2	35726
Sst2	2972
Sst2	86134
Sst2	18904
Sst2	42030
Sst2	30651
Sst2	19667
Sst2	10986
Sst2	11160
Sst2	20176
Sst2	23442
Sst2	572104
Sst2	12475
Sst2	111651
Sst2	62880
Sst2	62273
Sst2	272355
Sst2	472367
Sst2	393868
Sst2	66844
Sst2	58985
Sst2	361605
Sst2	20432
Sst2	8341
Sst2	33408
Sst2	13036
Sst2	1425478
Sst2	98655
Sst2	185508
Sst2	89735
Sst2	68788
Sst2	293834
Sst2	95605
Sst2	34209
Sst2	298517
Sst2	18808
Sst2	154458
Sst2	24583
Sst2	167737
Sst2	224179
Sst2	280468
Sst2	92582
Sst2	527009
Sst2	268447
Sst2	79033
Sst2	9343
Sst2	21264
Sst2	132689
Sst2	201950
Sst2	29847
Sst2	427776
Sst2	215860
Sst2	124019
Sst2	39416
Sst2	43629
Sst2	84900
Sst2	16070
Sst2	199188
Sst2	65119
Sst2	67403
Sst2	257719
Sst2	203081
Sst2	63407
Sst2	38571
Sst2	2820
Sst2	17412
Sst2	55932
Sst2	436680
Sst2	552784
Sst2	239458
Sst2	103391
Sst2	348814
Sst2	28300
Sst2	41055
Sst2	53218
Sst2	147605
Sst2	38104
Sst2	36883
Sst2	71437
Sst2	82472
Sst2	82104
Sst2	28358
Sst2	22496
Sst2	58625
Sst2	37729
Sst2	234373
Sst2	83745
Sst2	27613
Sst2	102916
Sst2	145358
Sst2	730409
Sst2	57566
Sst2	45224
Sst2	15309
Sst2	243963
Sst2	1432081
Sst2	85405
Sst2	414130
Sst2	1152195
Sst2	75426
Sst2	104485
Sst2	351417
Sst2	215890
Sst2	220217
Sst2	36118
Sst2	965979
Sst2	2511
Sst2	154890
Sst2	243269
Sst2	54360
Sst2	168434
Sst2	367557
Sst2	211934
Sst2	93935
Sst2	242104
Sst2	47340
Sst2	206391
Sst2	70129
Sst2	208460
Sst2	88004
Sst2	208983
Sst2	513256
Sst2	74353
Sst2	165949
Sst2	297149
Sst2	306963
Sst2	426282
Sst2	157329
Sst2	108285
Sst2	54799
Sst2	231024
Sst2	128414
Sst2	37498
Sst2	938291
Sst2	170162
Sst2	165948
Sst2	38790
Sst2	324444
Sst2	126895
Sst2	4707259
